,Unnamed: 0,id,source,sentence_1,sentence_2,label,binary-label,index
1153,408,boostcamp-sts-v1-dev-408,nsmc-sampled,디엠비로 본사람이 많군,저도 디엠비로 봤는데 추천,2.0,0.0,408
1154,408,,,디엠비로 본사람이 많군,저도 그냥 디엠비로 봤는데 추천,2.0,0.0,408
1157,409,,,"직업도 돈도 없고, 쌀도 없어 굼주리고 있는데 자치단체장이 ( 시청 ) 는 매일 조경에 물주는데 이 현실 맞는 제도인가요",나는 직업도 없고 돈도 없고 밥도 없어서 굶주리고 있다. 지방 자치 단체(시청)는 매일 조경에 물을 줍니다. 이게 현실이야?,4.5,1.0,409
1158,409,,,직업도 돈도 없고 쌀도 없어 굼주리고 있는데 자치단체(시청)는 매일 조경에 물주는데 이 현실 맞는 제도인가요,나는 직업도 없고 돈도 없고 밥도 없어서 늘 굶주리고 있다. 지방 자치 단체 ( 시청 ) 는 거의 매일 조경에 물을 줍니다. 이게 무슨 현실이야?,4.5,1.0,409
1155,409,boostcamp-sts-v1-dev-409,petition-rtt,직업도 돈도 없고 쌀도 없어 굼주리고 있는데 자치단체(시청)는 매일 조경에 물주는데 이 현실 맞는 제도인가요,나는 직업도 없고 돈도 없고 밥도 없어서 굶주리고 있다. 지방 자치 단체(시청)는 매일 조경에 물을 줍니다. 이게 현실이야?,4.5,1.0,409
1156,409,,,"직업도 돈도 없고, 쌀도 없어 굼주리고 있는데 자치단체장이 ( 시청 ) 는 매일 조경에 물주는데 이 현실 맞는 제도인가요",나는 직업도 없고 돈도 없고 밥도 없어서 늘 굶주리고 있다. 지방 자치 단체 ( 시청 ) 는 거의 매일 조경에 물을 줍니다. 이게 무슨 현실이야?,,,409
1159,410,boostcamp-sts-v1-dev-410,nsmc-sampled,그러나 그다지 볼만하지 않다,뭐 그 분위기는 나쁘지 않다,0.8,0.0,410
1160,410,,,그러나 그다지 볼만하지는 않다,뭐 그 ~ 분위기는 나쁘지 않다,,,410
1161,410,,,그러나 그다지 볼만하지는 않다,뭐 그 분위기는 나쁘지 않다,0.8,0.0,410
1162,410,,,그러나 그다지 볼만하지 않다,뭐 그 ~ 분위기는 나쁘지 않다,0.8,0.0,410
1163,411,,,영화계의 최고의 이야기꾼 이창동.,최고의 배우들 최고의 영화,0.8,0.0,411
1164,411,,,영화계의 최고의 이야기꾼 이창동.,최고의 배우들과 최고의 영화,,,411
1165,411,boostcamp-sts-v1-dev-411,nsmc-sampled,영화계 최고의 이야기꾼 이창동.,최고의 배우들 최고의 영화,0.8,0.0,411
1166,411,,,영화계 최고의 이야기꾼 이창동.,최고의 배우들과 최고의 영화,0.8,0.0,411
1167,412,,,ㅋㅋ넘 잼썼어요 진짜ㅋㅋ,ㅋㅋ 정말 재밌게 잘 봤어요 ㅋㅋ,2.4,0.0,412
1168,412,boostcamp-sts-v1-dev-412,slack-rtt,ㅋㅋ넘 잼썼어요 진짜ㅋㅋ,ㅋㅋ 정말 재밌게 봤어요 ㅋㅋ,2.4,0.0,412
1172,413,,,아무 주제를 찾을 수 없는 다큐멘터리 영화,주제를 찾을 수 없는 이 영화,,,413
1171,413,,,아무 주제를 찾을 수 없는 다큐멘터리 영화,주제를 찾을 수 없는 영화,4.2,1.0,413
1169,413,,,아무 주제를 찾을 수 없는 영화,주제를 찾을 수 없는 이 영화,4.2,1.0,413
1170,413,boostcamp-sts-v1-dev-413,nsmc-rtt,아무 주제를 찾을 수 없는 영화,주제를 찾을 수 없는 영화,4.2,1.0,413
1173,414,,,내일죽거도 저런 사랑한번 해봐씀 길지않은인생 후회없시 삽니다,내일 죽어도 그런 사랑을 한 두 번 해보세요. 후회도 없이 짧은 인생을 살아라,3.6,1.0,414
1174,414,boostcamp-sts-v1-dev-414,nsmc-rtt,내일죽거도 저런 사랑한번 해봐씀 길지않은인생 후회없시 삽니다,내일 죽어도 그런 사랑을 한 번 해보세요. 후회 없이 짧은 인생을 살아라,3.6,1.0,414
1175,414,,,내일죽거도 저런 사랑한번 해봐씀 길지않은인생에 후회없시 삽니다,내일 죽어도 그런 사랑을 한 두 번 해보세요. 후회도 없이 짧은 인생을 살아라,,,414
1176,414,,,내일죽거도 저런 사랑한번 해봐씀 길지않은인생에 후회없시 삽니다,내일 죽어도 그런 사랑을 한 번 해보세요. 후회 없이 짧은 인생을 살아라,3.6,1.0,414
1177,415,,,못다한 이야기는 한강러닝에서 이어가 보아용!!,"우리는, 못다한 이야기를 위해 목요일! 함께 즐거운 점심을 먹기로 했습니다!!! ( 선언 )!!!!",1.0,0.0,415
1178,415,boostcamp-sts-v1-dev-415,slack-sampled,못다한 이야기는 한강러닝에서 이어가 보아용!!,"우리는, 못다한 이야기를 위해 목요일! 함께 점심을 먹기로 했습니다!!!(선언)!!!!",1.0,0.0,415
1179,415,,,못다한 이야기는 이제 한강러닝에서 이어가 보아용!!,"우리는, 못다한 이야기를 위해 목요일! 함께 즐거운 점심을 먹기로 했습니다!!! ( 선언 )!!!!",,,415
1180,415,,,못다한 이야기는 이제 한강러닝에서 이어가 보아용!!,"우리는, 못다한 이야기를 위해 목요일! 함께 점심을 먹기로 했습니다!!!(선언)!!!!",1.0,0.0,415
1184,416,,,여성도 예비군을 통해 모든 국방의 의무를 이행하기를 청원합니다,여성들도 예비군을 통해 국방의 의무 이행을 청원한다.,4.8,1.0,416
1182,416,,,여성도 예비군을 통해 모든 국방의 의무를 이행하기를 청원합니다,여성들도 예비군을 통해 국방의 의무의 이행을 청원한다.,,,416
1181,416,boostcamp-sts-v1-dev-416,petition-rtt,여성도 예비군을 통해 국방의 의무를 이행하기를 청원합니다,여성들도 예비군을 통해 국방의 의무 이행을 청원한다.,4.8,1.0,416
1183,416,,,여성도 예비군을 통해 국방의 의무를 이행하기를 청원합니다,여성들도 예비군을 통해 국방의 의무의 이행을 청원한다.,4.8,1.0,416
1185,417,boostcamp-sts-v1-dev-417,slack-rtt,다음에 기회가 된다면 만나서 밥이라도 먹기루..!,다음에 기회가 된다면 만나서 밥먹자..!,4.2,1.0,417
1186,417,,,다음에 기회가 된다면 만나서 밥이라도 먹기루..!,다음에 기회가 된다면 만나서 같이 밥먹자..!,4.2,1.0,417
1187,418,,,"최고의 조폭영화인듯도 싶고, 조폭미화가 먹혔던 최후의 작품으로 기억하고싶었는데 친구, 두사부일체가 예상외의 흥행을 해서 씁슬했던적이 꽤 있다.",최고의 조폭 영화라고 생각했고 조폭 미화 작업을 한 마지막 작품으로도 기억하고는 싶었지만 한때 친구와 헤어진 두 남편이 박스오피스에서 예상치 못한 공연을 해서 씁쓸했다.,,,418
1188,418,,,"최고의 조폭영화인듯 싶고, 조폭미화가 먹혔던 최후의 작품으로 기억하고싶었는데 친구, 두사부일체가 예상외의 흥행을 해서 씁슬했던적이 있다.",최고의 조폭 영화라고 생각했고 조폭 미화 작업을 한 마지막 작품으로도 기억하고는 싶었지만 한때 친구와 헤어진 두 남편이 박스오피스에서 예상치 못한 공연을 해서 씁쓸했다.,2.6,1.0,418
1189,418,,,"최고의 조폭영화인듯도 싶고, 조폭미화가 먹혔던 최후의 작품으로 기억하고싶었는데 친구, 두사부일체가 예상외의 흥행을 해서 씁슬했던적이 꽤 있다.",최고의 조폭 영화라고 생각했고 조폭 미화 작업을 한 마지막 작품으로 기억하고 싶었지만 한때 친구와 두 남편이 박스오피스에서 예상치 못한 공연을 해서 씁쓸했다.,2.6,1.0,418
1190,418,boostcamp-sts-v1-dev-418,nsmc-rtt,"최고의 조폭영화인듯 싶고, 조폭미화가 먹혔던 최후의 작품으로 기억하고싶었는데 친구, 두사부일체가 예상외의 흥행을 해서 씁슬했던적이 있다.",최고의 조폭 영화라고 생각했고 조폭 미화 작업을 한 마지막 작품으로 기억하고 싶었지만 한때 친구와 두 남편이 박스오피스에서 예상치 못한 공연을 해서 씁쓸했다.,2.6,1.0,418
1193,419,,,서울 강서구 피시방 살해사건 심신미약,강서구 PC방 살인사건 심신미약,4.4,1.0,419
1194,419,,,서울 강서구 피시방 살해사건 심신미약,강서구 PC방 고시원 살인사건 심신미약,,,419
1191,419,boostcamp-sts-v1-dev-419,petition-rtt,강서구 피시방 살해사건 심신미약,강서구 PC방 살인사건 심신미약,4.4,1.0,419
1192,419,,,강서구 피시방 살해사건 심신미약,강서구 PC방 고시원 살인사건 심신미약,4.4,1.0,419
1195,420,boostcamp-sts-v1-dev-420,slack-rtt,아무래도 상관 없어요.,그것은 정말 중요하지 않습니다.,1.8,0.0,420
1196,420,,,아무래도 상관 없어요.,그것은 정말 그다지 중요하지 않습니다.,1.8,0.0,420
1197,421,,,제발 도서정가제를 폐지해주세요,4년 도서정가제 도입 실험은 실패했다.,1.4,0.0,421
1198,421,boostcamp-sts-v1-dev-421,petition-sampled,제발 도서정가제를 폐지해주세요,4년 도서정가제 실험은 실패했다.,1.4,0.0,421
1199,422,boostcamp-sts-v1-dev-422,slack-sampled,도움 부탁 드리겠습니다~~,급하게 도움 요청 드립니다!!,3.8,1.0,422
1200,422,,,도움 부탁 드리겠습니다~~,급하게 긴급 도움 요청 드립니다!!,3.8,1.0,422
1204,423,boostcamp-sts-v1-dev-423,slack-rtt,와. 너무너무 멋지네요. 클라임 업업!!,우와. 너무 좋아요. 올라가!!,1.6,0.0,423
1201,423,,,와. 너무너무 멋지네요.! 클라임 업업!!,우와 우와. 너무 좋아요. 올라가!!,,,423
1202,423,,,와. 너무너무 멋지네요.! 클라임 업업!!,우와. 너무 좋아요. 올라가!!,1.6,0.0,423
1203,423,,,와. 너무너무 멋지네요. 클라임 업업!!,우와 우와. 너무 좋아요. 올라가!!,1.6,0.0,423
1208,424,,,시청자 수 폭발한만큼 서류 접수도 폭발할 수 있게 주변에 많이 알려주시면 감사하겠습니다,시청자가 폭발한 만큼 관련 서류의 제출이 폭발할 수 있도록 주변에 알려주시면 감사하겠습니다.,4.0,1.0,424
1207,424,,,시청자 수 폭발한만큼 서류 접수도 폭발할 수 있게 주변에서 더 많이 알려주시면 감사하겠습니다,시청자가 폭발한 만큼 서류 제출이 폭발할 수 있도록 주변에 알려주시면 감사하겠습니다.,4.0,1.0,424
1205,424,,,시청자 수 폭발한만큼 서류 접수도 폭발할 수 있게 주변에서 더 많이 알려주시면 감사하겠습니다,시청자가 폭발한 만큼 관련 서류의 제출이 폭발할 수 있도록 주변에 알려주시면 감사하겠습니다.,,,424
1206,424,boostcamp-sts-v1-dev-424,slack-rtt,시청자 수 폭발한만큼 서류 접수도 폭발할 수 있게 주변에 많이 알려주시면 감사하겠습니다,시청자가 폭발한 만큼 서류 제출이 폭발할 수 있도록 주변에 알려주시면 감사하겠습니다.,4.0,1.0,424
1209,425,,,"다산 정약용 신도시 실버택배 비용의 지자체, 정부의 지원금 출현을 반대합니다.","보건복지부와 각 지자체 예산이 분담, 지원되는 다산신도시 실버택배제 도입 철회 요청합니다.",,,425
1210,425,boostcamp-sts-v1-dev-425,petition-sampled,"다산 신도시 실버택배 비용의 지자체, 정부의 지원금 출현을 반대합니다.","보건복지부와 지자체 예산이 분담, 지원되는 다산신도시 실버택배 도입 철회 요청합니다.",3.4,1.0,425
1211,425,,,"다산 정약용 신도시 실버택배 비용의 지자체, 정부의 지원금 출현을 반대합니다.","보건복지부와 지자체 예산이 분담, 지원되는 다산신도시 실버택배 도입 철회 요청합니다.",3.4,1.0,425
1212,425,,,"다산 신도시 실버택배 비용의 지자체, 정부의 지원금 출현을 반대합니다.","보건복지부와 각 지자체 예산이 분담, 지원되는 다산신도시 실버택배제 도입 철회 요청합니다.",3.4,1.0,425
1213,426,,,서울시 초등돌봄교실 지자체 이관 결사 반대,"초등돌봄교실, 지자체 이관 결사 반대!",,,426
1214,426,,,서울시 초등돌봄교실 지자체 이관 결사 반대,초등돌봄교실 지자체 이관 결사 반대!,5.0,1.0,426
1215,426,boostcamp-sts-v1-dev-426,petition-sampled,초등돌봄교실 지자체 이관 결사 반대,초등돌봄교실 지자체 이관 결사 반대!,5.0,1.0,426
1216,426,,,초등돌봄교실 지자체 이관 결사 반대,"초등돌봄교실, 지자체 이관 결사 반대!",5.0,1.0,426
1219,427,boostcamp-sts-v1-dev-427,nsmc-sampled,애잔하고 아련하고 마음속이 뜨거워지는 감동,오랫만에 마음이 뜨거워짐을 느끼며 행복~,2.4,0.0,427
1220,427,,,애잔하고 아련하고 마음속이 뜨거워지는 듯한 감동,오랫만에 다시 마음이 뜨거워짐을 느끼며 행복 ~,,,427
1218,427,,,애잔하고 아련하고 마음속이 뜨거워지는 듯한 감동,오랫만에 마음이 뜨거워짐을 느끼며 행복~,2.4,0.0,427
1217,427,,,애잔하고 아련하고 마음속이 뜨거워지는 감동,오랫만에 다시 마음이 뜨거워짐을 느끼며 행복 ~,2.4,0.0,427
1221,428,,,견자단의 액션은 확실히 지렸는데..,견자단과 예성의 액션씬은 두고두고 볼 명장면이다.,2.4,0.0,428
1222,428,boostcamp-sts-v1-dev-428,nsmc-sampled,견자단 액션은 확실히 지렸는데..,견자단과 예성의 액션씬은 두고두고 볼 명장면이다.,2.4,0.0,428
1223,428,,,견자단 액션은 확실히 지렸는데..,견자단과 함께 예성의 액션씬은 두고두고 볼 명장면이다.,2.4,0.0,428
1224,428,,,견자단의 액션은 확실히 지렸는데..,견자단과 함께 예성의 액션씬은 두고두고 볼 명장면이다.,,,428
1225,429,boostcamp-sts-v1-dev-429,petition-sampled,이명박 출국 금지!,이명박 출국금지!!!!,5.0,1.0,429
1226,430,boostcamp-sts-v1-dev-430,slack-rtt,아직 못 뵈었는데 마치 같이 있었던 것 같은 회식....,아직 못 봤지만 같이 있는 것 같은...,2.8,1.0,430
1227,430,,,아직 못 뵈었는데 마치 같이 있었던 것 같은데 회식....,아직 못 봤지만 같이 있는 것 같은...,2.8,1.0,430
1228,430,,,아직 못 뵈었는데 마치 같이 있었던 것 같은 회식....,아직 못 봤지만 같이 있는 그런 것 같은...,2.8,1.0,430
1229,430,,,아직 못 뵈었는데 마치 같이 있었던 것 같은데 회식....,아직 못 봤지만 같이 있는 그런 것 같은...,,,430
1233,431,,,네이버 압수를 수색해야 합니다.,네이버를 수색하고 몰수해야만 합니다.,,,431
1232,431,,,네이버 압수를 수색해야 합니다.,네이버를 수색하고 몰수해야 합니다.,3.0,1.0,431
1231,431,,,네이버 압수 수색해야 합니다.,네이버를 수색하고 몰수해야만 합니다.,3.0,1.0,431
1230,431,boostcamp-sts-v1-dev-431,petition-rtt,네이버 압수 수색해야 합니다.,네이버를 수색하고 몰수해야 합니다.,3.0,1.0,431
1234,432,boostcamp-sts-v1-dev-432,nsmc-sampled,너무 저평가된 듯..,너무 아쉽다. 평가 저하되었다는게...,2.8,1.0,432
1235,432,,,너무 저평가된 듯..,너무 아쉽다.. 평가 저하되었다는게...,2.8,1.0,432
1236,433,,,베란다도 너무 예뻐요!!,우와 가을!!! 다 너무 너무 예뻐요!!!,0.8,0.0,433
1237,433,boostcamp-sts-v1-dev-433,slack-sampled,베란다도 너무 예뻐요!!,우와 가을!!! 다 너무 예뻐요!!!,0.8,0.0,433
1238,434,,,세어 달 동안 너무 고생 많으셨습니다,3개월동안 수고 많으셨습니다,4.8,1.0,434
1239,434,boostcamp-sts-v1-dev-434,slack-rtt,세 달 동안 너무 고생 많으셨습니다,3개월동안 수고 많으셨습니다,4.8,1.0,434
1240,435,boostcamp-sts-v1-dev-435,slack-sampled,댄스파티 중입니다!,거리두기 조정안입니다~,0.0,0.0,435
1241,436,,,식약처의 가습기 모르쇠 대응으로 아직도 사용중인 가습기 가습기살균성분cmit / mit성분이 들어있는 헤어스프레이제품 회수를 청원합니다.,식품의약품안전처의 무지에 대한 대응으로 아직 사용중인 가습기살균성분 cmit / mit 성분이 함유된 헤어스프레이 제품의 전면 리콜을 강력히 청원합니다.,,,436
1242,436,,,식약처의 가습기 모르쇠 대응으로 아직도 사용중인 가습기 가습기살균성분cmit / mit성분이 들어있는 헤어스프레이제품 회수를 청원합니다.,식품의약품안전처의 무지에 대한 대응으로 아직 사용중인 가습기살균성분 cmit/mit 성분이 함유된 헤어스프레이 제품의 리콜을 청원합니다.,4.2,1.0,436
1243,436,boostcamp-sts-v1-dev-436,petition-rtt,식약처의 모르쇠 대응으로 아직도 사용중인 가습기살균성분cmit/mit성분이 들어있는 헤어스프레이제품 회수를 청원합니다.,식품의약품안전처의 무지에 대한 대응으로 아직 사용중인 가습기살균성분 cmit/mit 성분이 함유된 헤어스프레이 제품의 리콜을 청원합니다.,4.2,1.0,436
1244,436,,,식약처의 모르쇠 대응으로 아직도 사용중인 가습기살균성분cmit/mit성분이 들어있는 헤어스프레이제품 회수를 청원합니다.,식품의약품안전처의 무지에 대한 대응으로 아직 사용중인 가습기살균성분 cmit / mit 성분이 함유된 헤어스프레이 제품의 전면 리콜을 강력히 청원합니다.,4.2,1.0,436
1246,437,boostcamp-sts-v1-dev-437,nsmc-rtt,최악의영화 재미도없고 감동도없고 류 신파영화,재미도없고 감동도없고,2.8,1.0,437
1245,437,,,최악의영화는 재미도없고 감동도없고 류 신파영화,재미도없고 감동도없고,2.8,1.0,437
1247,438,boostcamp-sts-v1-dev-438,slack-rtt,나뭇잎을 문 털복숭이라니ㅠㅠㅠ,나뭇잎을 물어뜯는 털입니다 ㅠㅠ,2.0,0.0,438
1248,438,,,나뭇잎을 문 털복숭이라니ㅠㅠㅠ,나뭇잎을 물어뜯는 무서운 털입니다 ㅠㅠ,2.0,0.0,438
1249,439,boostcamp-sts-v1-dev-439,petition-sampled,조두순 출소 결사반대,조두순 출소 결사 반대,5.0,1.0,439
1250,439,,,조두순 출소 결사반대,대법 조두순 출소 결사 반대,5.0,1.0,439
1251,440,boostcamp-sts-v1-dev-440,nsmc-sampled,다큐인줄모르고봣는뎅^^아이들이너무밝고ㅋㅋ재밋게잘봣어용^^,재밋게 잘봣어요^^,3.0,1.0,440
1252,441,,,"3년 째 경기도 양주시 옥정동의 세창 아파트 105동 1501호가, 내 집에 몰래 몰래 카메라와 만능 소리내는 기기 설치해 놓고 매일, 하루 종일 괴롭힙니다.",경기도 양주시 옥정동 1501 세창아파트 105호가 지난 3년째 우리네 집에 몰래카메라와 만능 음향기기를 설치하고 하루 종일 괴롭힙니다.,,,441
1253,441,,,"3년 째 경기도 양주시 옥정동의 세창 아파트 105동 1501호가, 내 집에 몰래 몰래 카메라와 만능 소리내는 기기 설치해 놓고 매일, 하루 종일 괴롭힙니다.",경기도 양주시 옥정동 1501 세창아파트 105호가 3년째 우리 집에 몰래카메라와 만능 음향기기를 설치하고 하루 종일 괴롭힙니다.,4.8,1.0,441
1254,441,boostcamp-sts-v1-dev-441,petition-rtt,"3년 째 경기도 양주시 옥정동 세창 아파트 105동 1501호가 내 집에 몰래 카메라와 만능 소리내는 기기 설치해 놓고 매일, 하루 종일 괴롭힙니다.",경기도 양주시 옥정동 1501 세창아파트 105호가 3년째 우리 집에 몰래카메라와 만능 음향기기를 설치하고 하루 종일 괴롭힙니다.,4.8,1.0,441
1255,441,,,"3년 째 경기도 양주시 옥정동 세창 아파트 105동 1501호가 내 집에 몰래 카메라와 만능 소리내는 기기 설치해 놓고 매일, 하루 종일 괴롭힙니다.",경기도 양주시 옥정동 1501 세창아파트 105호가 지난 3년째 우리네 집에 몰래카메라와 만능 음향기기를 설치하고 하루 종일 괴롭힙니다.,4.8,1.0,441
1259,442,,,"페미니즘 교육 의무화, 정치, 정책 제도를 폐지하고 이퀄리즘 교육 의무화, 정치, 정책 제도화할 것을 청원합니다.",우리는 페미니즘 교육의무와 함께 정치 · 정책 제도의 폐지와 평등주의 교육의 새로운 정치 · 정책적 제도화를 청원합니다.,4.4,1.0,442
1258,442,boostcamp-sts-v1-dev-442,petition-rtt,"페미니즘 교육 의무화, 정치, 정책 제도를 폐지하고 이퀄리즘 교육 의무화, 정치, 정책 제도화할 것을 청원합니다.",우리는 페미니즘 교육의무와 정치·정책 제도의 폐지와 평등주의 교육의 정치·정책적 제도화를 청원합니다.,4.4,1.0,442
1256,442,,,"페미니즘 교육 의무화, 정치, 정책 제도를 폐지하고, 이퀄리즘 교육 의무화, 정치, 정책 제도화할 할 것을 청원합니다.",우리는 페미니즘 교육의무와 함께 정치 · 정책 제도의 폐지와 평등주의 교육의 새로운 정치 · 정책적 제도화를 청원합니다.,,,442
1257,442,,,"페미니즘 교육 의무화, 정치, 정책 제도를 폐지하고, 이퀄리즘 교육 의무화, 정치, 정책 제도화할 할 것을 청원합니다.",우리는 페미니즘 교육의무와 정치·정책 제도의 폐지와 평등주의 교육의 정치·정책적 제도화를 청원합니다.,4.4,1.0,442
1260,443,,,레미제라블을 각색한 듯한 느낌이 물씬 드는 평작,레미제라블을 그대로 각색한 듯한 평평한 작품,,,443
1261,443,,,레미제라블을 각색한 듯한 느낌이 드는 평작,레미제라블을 그대로 각색한 듯한 평평한 작품,3.6,1.0,443
1262,443,,,레미제라블을 각색한 듯한 느낌이 물씬 드는 평작,레미제라블을 각색한 듯한 평평한 작품,3.6,1.0,443
1263,443,boostcamp-sts-v1-dev-443,nsmc-rtt,레미제라블을 각색한 듯한 느낌이 드는 평작,레미제라블을 각색한 듯한 평평한 작품,3.6,1.0,443
1267,444,,,"박상기 법무장관, 해고 안합니까,",박상기 법무부 법무부 장관은 해고해야 하는 것 아닌가?,,,444
1264,444,boostcamp-sts-v1-dev-444,petition-rtt,"박상기 법무장관 해고 안합니까,",박상기 법무부 장관은 해고해야 하는 것 아닌가?,4.2,1.0,444
1265,444,,,"박상기 법무장관 해고 안합니까,",박상기 법무부 법무부 장관은 해고해야 하는 것 아닌가?,4.2,1.0,444
1266,444,,,"박상기 법무장관, 해고 안합니까,",박상기 법무부 장관은 해고해야 하는 것 아닌가?,4.2,1.0,444
1271,445,,,특히 오프닝 크레딧이 있는 듯한 시퀀스가 최고라고 느꼈는데요.,"OST도 매우 좋아서, 그 오프닝 크레딧에 있는 음악을 올려봅니다.",1.6,0.0,445
1270,445,,,특히 오프닝 크레딧이 있는 듯한 시퀀스가 최고라고 느꼈는데요.,"그리고 OST도 매우 좋아서, 그 오프닝 크레딧에 있는 음악을 올려봅니다.",,,445
1269,445,boostcamp-sts-v1-dev-445,slack-sampled,특히 오프닝 크레딧이 있는 시퀀스가 최고라고 느꼈는데요.,"OST도 매우 좋아서, 그 오프닝 크레딧에 있는 음악을 올려봅니다.",1.6,0.0,445
1268,445,,,특히 오프닝 크레딧이 있는 시퀀스가 최고라고 느꼈는데요.,"그리고 OST도 매우 좋아서, 그 오프닝 크레딧에 있는 음악을 올려봅니다.",1.6,0.0,445
1275,446,,,청각을 잃었을때에 나도 같이 잃은 기분을 많이 느꼈다.,"내가 청력을 잃었을 때, 나는 같은 느낌을 받았습니다.",3.2,1.0,446
1272,446,boostcamp-sts-v1-dev-446,nsmc-rtt,청각을 잃었을때에 나도 같이 잃은 기분을 느꼈다.,"내가 청력을 잃었을 때, 나는 같은 느낌을 받았습니다.",3.2,1.0,446
1273,446,,,청각을 잃었을때에 나도 같이 잃은 기분을 느꼈다.,"내가 청력을 완전히 잃었을 때, 나는 같은 느낌을 받았습니다.",3.2,1.0,446
1274,446,,,청각을 잃었을때에 나도 같이 잃은 기분을 많이 느꼈다.,"내가 청력을 완전히 잃었을 때, 나는 같은 느낌을 받았습니다.",,,446
1276,447,boostcamp-sts-v1-dev-447,slack-rtt,자브라 대만족이죠!,Jabra에 매우 만족합니다!,4.2,1.0,447
1278,448,boostcamp-sts-v1-dev-448,nsmc-sampled,내용도 어이없고 이제 안볼려구요,별로 공감이 안가요.,1.0,0.0,448
1277,448,,,근데 내용도 어이없고 이제 안볼려구요,별로 공감이 안가요.,1.0,0.0,448
1282,449,,,모든 공공분야는 국가에서 관리해야만 합니다. ~ ~ ^ ^,모든 공공 부문은 국가에서 관리해야 합니다.,4.2,1.0,449
1281,449,,,모든 공공분야는 국가에서 관리해야만 합니다. ~ ~ ^ ^,모든 공공 서비스 부문은 국가에서 관리해야 합니다.,,,449
1280,449,boostcamp-sts-v1-dev-449,petition-rtt,모든 공공분야는 국가에서 관리해야 합니다.~~^^,모든 공공 부문은 국가에서 관리해야 합니다.,4.2,1.0,449
1279,449,,,모든 공공분야는 국가에서 관리해야 합니다.~~^^,모든 공공 서비스 부문은 국가에서 관리해야 합니다.,4.2,1.0,449
1283,450,,,오랜만에 나온 한국 한국표 명작영화,오랜만에 만난 명작이다.,3.2,1.0,450
1284,450,boostcamp-sts-v1-dev-450,nsmc-sampled,오랜만에 나온 한국표 명작영화,오랜만에 만난 명작이다.,3.2,1.0,450
1285,451,,,금전수는. 그냥 평생 푸른 잎만 보여주는 줄 알았는데.. 꽃대가 여러 몇 개 올라오는거 있죠!,우와아아 금전수 꽃 피는 줄 처음 알았어요!,1.2,0.0,451
1286,451,,,금전수는. 그냥 평생 푸른 잎만 보여주는 줄 알았는데.. 꽃대가 여러 몇 개 올라오는거 있죠!,우와 우와아아 금전수 꽃 피는 줄 처음 알았어요!,,,451
1287,451,,,금전수는 그냥 평생 푸른 잎만 보여주는 줄 알았는데.. 꽃대가 여러 개 올라오는거 있죠!,우와 우와아아 금전수 꽃 피는 줄 처음 알았어요!,1.2,0.0,451
1288,451,boostcamp-sts-v1-dev-451,slack-sampled,금전수는 그냥 평생 푸른 잎만 보여주는 줄 알았는데.. 꽃대가 여러 개 올라오는거 있죠!,우와아아 금전수 꽃 피는 줄 처음 알았어요!,1.2,0.0,451
1289,452,boostcamp-sts-v1-dev-452,petition-sampled,조두순 출소 완전 반대,조두순 출소 절대 반대!,4.2,1.0,452
1290,452,,,"조두순, 출소 완전 반대",- 조두순 출소 절대 반대!,,,452
1291,452,,,조두순 출소 완전 반대,- 조두순 출소 절대 반대!,4.2,1.0,452
1292,452,,,"조두순, 출소 완전 반대",조두순 출소 절대 반대!,4.2,1.0,452
1293,453,boostcamp-sts-v1-dev-453,slack-rtt,으아 진짜 멋져부려요!!!,"와, 정말 멋져보이십니다!!!",4.0,1.0,453
1294,454,,,갈수록 뛰는 시간이 늘 것 같은 설렘!!,러닝타임이 길어질수록 더해지는 것만 같은 설렘!!,2.2,0.0,454
1295,454,boostcamp-sts-v1-dev-454,slack-rtt,갈수록 뛰는 시간이 늘 것 같은 설렘!!,러닝타임이 길어질수록 더해지는 것 같은 설렘!!,2.2,0.0,454
1296,454,,,갈수록 뛰는 만큼 시간이 늘 것 같은 설렘!!,러닝타임이 길어질수록 더해지는 것만 같은 설렘!!,,,454
1297,454,,,갈수록 뛰는 만큼 시간이 늘 것 같은 설렘!!,러닝타임이 길어질수록 더해지는 것 같은 설렘!!,2.2,0.0,454
1298,455,boostcamp-sts-v1-dev-455,nsmc-sampled,살아있다면꼭봐야되는영화다.,꼭보고죽어야되는영화,2.4,0.0,455
1299,456,,,가디언의 전설 사랑해요!!,( 가디언의 전설을 좀 부탁합니다 ~ ),1.6,0.0,456
1300,456,boostcamp-sts-v1-dev-456,nsmc-sampled,가디언의 전설 사랑해요!!,(가디언의 전설  좀 부탁합니다~),1.6,0.0,456
1301,457,boostcamp-sts-v1-dev-457,petition-sampled,누진제 폐지 좀 하라구요!!!,누진제 폐지 문제 해결해주세요~,3.6,1.0,457
1302,457,,,그럼 누진제 폐지 좀 하라구요!!!,누진제 폐지 문제 해결해주세요~,3.6,1.0,457
1303,457,,,누진제 폐지 좀 하라구요!!!,누진제 전면 폐지 문제 해결해주세요 ~,3.6,1.0,457
1304,457,,,그럼 누진제 폐지 좀 하라구요!!!,누진제 전면 폐지 문제 해결해주세요 ~,,,457
1308,458,boostcamp-sts-v1-dev-458,nsmc-sampled,범죄를 저질려도 청소년이란이유로 처벌도 안받았을꺼고ㅠ 가슴이 아팠습니다!,보는 내내 가슴이 많이 아팠네유.,2.2,0.0,458
